,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,271.76,359.15,87.14,0.48,0.00,0.00,0.00,0.5,0.00,0.00,0.00,0.00,0.0
Expenses,268.15,358.9,87.25,0.75,0.38,0.93,0.44,0.49,0.41,0.21,0.15,0.13,0.13
Operating Profit,3.61,0.25,-0.11,-0.27,-0.38,-0.93,-0.44,0.01,-0.41,-0.21,-0.15,-0.13,-0.13
OPM %,1.33,0.07,-0.13,-56.25,,,,2.0,,,,,
Other Income,1.05,1.6,-2.73,0.11,0.03,0.72,0.52,0.07,0.40,0.03,-0.04,0.00,0.0
Interest,0.38,0.15,0.06,0.02,0.00,0.06,0.00,0.01,0.00,0.00,0.00,0.00,0.0
Depreciation,3.2,1.96,1.0,0.85,0.40,0.16,0.13,0.14,0.12,0.12,0.11,0.10,0.08
Profit before tax,1.08,-0.26,-3.9,-1.03,-0.75,-0.43,-0.05,-0.07,-0.13,-0.30,-0.30,-0.23,-0.21
Tax %,143.52,-280.77,43.85,1.94,0.00,0.00,-20.00,-14.29,0.00,0.00,0.00,0.00,
Net Profit,-0.46,-0.99,-2.19,-1.02,-0.75,-0.43,-0.07,-0.08,-0.12,-0.29,-0.29,-0.23,-0.24
EPS in Rs,-0.02,-0.04,-0.09,-0.04,-0.03,-0.02,-0.00,-0.0,-0.00,-0.01,-0.01,-0.01,0.0
