,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,217.3,241.56,237.9,203.36,119.62,201.32,233.85,269.62,150.02,97.95,85.97,93.92,86.33
Expenses,210.61,235.07,231.8,201.64,119.12,198.57,230.75,266.01,149.12,98.0,85.92,89.67,86.70
Operating Profit,6.69,6.49,6.1,1.72,0.5,2.75,3.1,3.61,0.9,-0.05,0.05,4.25,-0.37
OPM %,3.08,2.69,2.56,0.85,0.42,1.37,1.33,1.34,0.6,-0.05,0.06,4.53,-0.43
Other Income,0.23,0.49,0.4,0.96,0.43,0.61,0.52,0.5,0.81,0.46,0.72,0.76,3.04
Interest,0.72,0.9,0.65,0.62,0.3,0.13,0.46,0.49,0.43,0.38,0.23,1.71,1.60
Depreciation,2.33,1.8,1.47,1.77,0.95,0.82,0.9,0.84,1.34,1.43,1.08,0.9,0.80
Profit before tax,3.87,4.28,4.38,0.29,-0.32,2.41,2.26,2.78,-0.06,-1.4,-0.54,2.4,0.27
Tax %,32.04,33.88,32.19,106.9,3.12,26.56,29.65,33.81,-366.67,-30.0,9.26,-10.42,
Net Profit,2.63,2.83,2.98,-0.03,-0.31,1.77,1.59,1.84,-0.26,-1.82,-0.49,2.64,0.22
EPS in Rs,41.21,44.34,46.69,-0.47,-4.86,27.73,24.91,28.83,-4.07,-28.52,-7.68,41.37,3.44
