,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6010.0,5897.0,5615.0,6202.0,5894.0,5612.0,5767.0,6117.0,4026.0,2200.0,2047.0,1874.0,1606
Expenses,5552.0,5431.0,5095.0,5600.0,5184.0,4972.0,5119.0,5408.0,3921.0,2193.0,2033.0,1862.0,1571
Operating Profit,458.0,466.0,520.0,603.0,710.0,640.0,648.0,709.0,105.0,7.0,14.0,12.0,34
OPM %,8.0,8.0,9.0,10.0,12.0,11.0,11.0,12.0,3.0,0.0,1.0,1.0,2
Other Income,20.0,42.0,41.0,32.0,73.0,157.0,134.0,113.0,67.0,59.0,44.0,88.0,17
Interest,232.0,290.0,335.0,393.0,429.0,445.0,452.0,471.0,517.0,644.0,755.0,839.0,660
Depreciation,119.0,135.0,140.0,154.0,206.0,199.0,184.0,168.0,138.0,125.0,105.0,86.0,77
Profit before tax,127.0,83.0,86.0,87.0,149.0,153.0,147.0,183.0,-483.0,-702.0,-801.0,-825.0,-686
Tax %,35.0,37.0,31.0,39.0,29.0,12.0,23.0,33.0,34.0,33.0,34.0,43.0,
Net Profit,82.0,52.0,59.0,53.0,105.0,134.0,113.0,122.0,-321.0,-469.0,-527.0,-471.0,-392
EPS in Rs,16.91,10.76,11.82,11.59,21.75,27.65,22.81,21.4,-56.14,-82.13,-92.42,-82.41,-68.54
