,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,381.0,434.0,521.0,440.0,348.0,294.0,261.0,208.0,149.0,49.0,93.0,86.0,47
Expenses,407.0,393.0,481.0,427.0,342.0,291.0,265.0,215.0,155.0,53.0,84.0,93.0,53
Operating Profit,-27.0,41.0,40.0,13.0,6.0,3.0,-4.0,-7.0,-5.0,-4.0,9.0,-8.0,-6
OPM %,-7.0,9.0,8.0,3.0,2.0,1.0,-1.0,-3.0,-3.0,-8.0,10.0,-9.0,-13
Other Income,14.0,8.0,5.0,4.0,18.0,13.0,3.0,9.0,8.0,11.0,6.0,-5.0,-5
Interest,31.0,24.0,25.0,24.0,23.0,18.0,15.0,14.0,10.0,6.0,4.0,3.0,3
Depreciation,19.0,17.0,15.0,10.0,10.0,8.0,6.0,4.0,4.0,3.0,3.0,2.0,2
Profit before tax,-62.0,8.0,5.0,-17.0,-9.0,-11.0,-22.0,-16.0,-11.0,-3.0,8.0,-18.0,-16
Tax %,31.0,10.0,31.0,32.0,34.0,-23.0,0.0,0.0,0.0,-193.0,90.0,-8.0,
Net Profit,-43.0,8.0,3.0,-12.0,-6.0,-13.0,-22.0,-16.0,-11.0,-8.0,1.0,-20.0,-22
EPS in Rs,-7.8,1.37,0.6,-2.13,-1.06,-2.36,-3.93,-2.91,-2.05,-1.43,0.15,-3.56,-4.00
