,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2218.0,3774.0,3628.0,2860.0,2462.0,2081.0,1261.0,603.0,347.0,189.0,420.0,554.0,705
Expenses,1934.0,3253.0,3268.0,2532.0,2194.0,2741.0,1550.0,665.0,423.0,331.0,426.0,626.0,785
Operating Profit,283.0,521.0,360.0,328.0,268.0,-660.0,-289.0,-62.0,-76.0,-142.0,-6.0,-71.0,-80
OPM %,13.0,14.0,10.0,11.0,11.0,-32.0,-23.0,-10.0,-22.0,-75.0,-1.0,-13.0,-11
Other Income,109.0,199.0,-125.0,154.0,132.0,99.0,-1565.0,-157.0,-363.0,2758.0,10.0,30.0,-2
Interest,185.0,346.0,432.0,342.0,496.0,147.0,11.0,7.0,3.0,2.0,30.0,43.0,52
Depreciation,82.0,163.0,267.0,367.0,374.0,158.0,149.0,146.0,145.0,107.0,106.0,102.0,98
Profit before tax,126.0,210.0,-464.0,-227.0,-471.0,-865.0,-2013.0,-372.0,-587.0,2507.0,-131.0,-186.0,-231
Tax %,35.0,35.0,37.0,34.0,21.0,34.0,-26.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,82.0,137.0,-294.0,-149.0,-370.0,-573.0,-2528.0,-372.0,-587.0,2507.0,-131.0,-186.0,-231
EPS in Rs,7.44,4.16,-8.88,-4.51,-11.17,-17.28,-76.28,-11.24,-17.73,756.69,-39.64,-56.11,-69.62
