,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,109.0,116.0,147.0,172.0,173.0,174.0,199.0,250.0,252.0,184.0,291.0,408.0,437
Expenses,92.0,96.0,126.0,147.0,149.0,144.0,162.0,205.0,199.0,151.0,224.0,323.0,342
Operating Profit,17.0,20.0,22.0,25.0,25.0,30.0,38.0,45.0,53.0,32.0,67.0,86.0,95
OPM %,16.0,17.0,15.0,15.0,14.0,17.0,19.0,18.0,21.0,18.0,23.0,21.0,22
Other Income,1.0,2.0,2.0,-14.0,1.0,3.0,3.0,5.0,9.0,11.0,6.0,11.0,8
Interest,12.0,13.0,14.0,16.0,15.0,15.0,13.0,17.0,13.0,11.0,9.0,11.0,10
Depreciation,6.0,6.0,6.0,4.0,7.0,7.0,6.0,9.0,10.0,10.0,10.0,13.0,14
Profit before tax,-1.0,3.0,3.0,-9.0,4.0,11.0,22.0,25.0,40.0,23.0,54.0,72.0,79
Tax %,-19.0,33.0,36.0,23.0,35.0,29.0,44.0,17.0,30.0,27.0,29.0,29.0,
Net Profit,-1.0,2.0,2.0,-7.0,3.0,8.0,12.0,21.0,28.0,17.0,38.0,51.0,56
EPS in Rs,-0.47,0.61,0.7,-2.4,0.96,2.41,3.54,5.88,7.84,4.74,10.84,13.51,14.60
