,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,3
Reserves,60,67,63,60,59,50,63,75,92,96,104,108,114
Borrowings,15,19,23,26,32,41,51,64,90,84,75,105,111
Other Liabilities,25,24,25,26,30,19,35,43,57,57,64,76,74
Total Liabilities,103,114,113,116,123,113,153,185,243,241,246,292,303
Fixed Assets,16,17,16,18,21,20,27,26,33,41,48,80,100
CWIP,0,0,0,1,2,5,4,14,18,20,28,21,8
Investments,0,0,0,0,0,0,0,0,6,0,0,0,0
Other Assets,87,97,97,96,101,88,121,144,185,180,170,192,194
Total Assets,103,114,113,116,123,113,153,185,243,241,246,292,303
