,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
Reserves,-3.11,-2.35,-1.38,-1.72,-1.52,-1.04,-2.15,0.01,1.77,4.5,7.65,12.68,16.39
Preference Capital,7.5,7.5,7.5,7.5,20.0,0.0,20.0,20.0,20.0,17.0,14.0,10.0,
Borrowings,9.73,5.8100000000000005,7.71,23.98,10.99,29.78,10.93,7.47,1.21,0.64,3.77,4.04,11.14
Other Liabilities,36.12,32.0,29.61,19.61,31.89,22.41,34.66,34.14,31.45,26.02,28.31,21.71,14.58
Total Liabilities,44.99,37.71,38.19,44.12,43.61,53.4,45.69,43.87,36.68,33.41,41.98,40.68,44.36
Fixed Assets,12.97,12.34,12.29,11.46,11.18,11.33,9.59,8.98,8.41,7.85,7.55,7.6,7.59
CWIP,1.06,0.98,1.02,1.06,1.56,2.26,1.26,1.06,1.06,1.08,1.16,2.09,3.04
Investments,0.06,0.06,0.06,0.06,0.06,0.48,0.51,0.58,0.55,3.6,4.25,3.79,1.83
Other Assets,30.9,24.33,24.82,31.54,30.81,39.33,34.33,33.25,26.66,20.88,29.02,27.2,31.9
Total Assets,44.99,37.71,38.19,44.12,43.61,53.4,45.69,43.87,36.68,33.41,41.98,40.68,44.36
