,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.0,44.0,9.0,33.0,26.0,38.0,31.0,16.0,24.0,37.0,119.0,163.0,173
Expenses,15.0,43.0,8.0,31.0,24.0,37.0,29.0,16.0,22.0,36.0,111.0,152.0,162
Operating Profit,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,8.0,11.0,11
OPM %,1.0,2.0,14.0,6.0,8.0,1.0,4.0,5.0,9.0,2.0,7.0,7.0,6
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
Interest,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,7
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Profit before tax,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,4
Tax %,31.0,16.0,17.0,17.0,24.0,28.0,30.0,30.0,26.0,27.0,28.0,24.0,
Net Profit,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,3
EPS in Rs,0.03,0.29,0.32,0.34,0.22,0.04,0.13,0.09,0.52,0.23,0.5,1.27,0.99
