,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,30,30,30,30,30,30,30,30
Reserves,43,44,45,45,46,21,21,22,23,24,26,29,31
Borrowings,0,1,5,12,19,6,8,8,1,0,37,73,49
Other Liabilities,0,3,2,1,1,1,1,1,1,1,14,6,89
Total Liabilities,49,53,56,63,71,59,61,61,55,55,107,138,199
Fixed Assets,0,0,0,0,0,0,1,1,1,1,1,5,5
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,1,0,4,9,10,19
Other Assets,49,53,56,63,71,59,60,59,54,50,97,123,175
Total Assets,49,53,56,63,71,59,61,61,55,55,107,138,199
