,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,601.0,725.0,613.0,513.0,583.0,1086.0,949.0,532.0,140.0,144.0,24.0,5.0,3
Expenses,581.0,712.0,617.0,490.0,564.0,1058.0,949.0,539.0,176.0,177.0,85.0,25.0,16
Operating Profit,20.0,13.0,-4.0,23.0,20.0,28.0,1.0,-7.0,-36.0,-33.0,-61.0,-20.0,-13
OPM %,3.0,2.0,-1.0,5.0,3.0,3.0,0.0,-1.0,-26.0,-23.0,-258.0,-428.0,-488
Other Income,1.0,5.0,21.0,5.0,10.0,10.0,29.0,26.0,37.0,30.0,26.0,-0.0,-0
Interest,15.0,14.0,15.0,11.0,10.0,19.0,17.0,13.0,10.0,9.0,8.0,8.0,9
Depreciation,14.0,14.0,15.0,15.0,18.0,18.0,8.0,11.0,11.0,8.0,8.0,7.0,7
Profit before tax,-7.0,-11.0,-13.0,2.0,2.0,0.0,4.0,-5.0,-20.0,-20.0,-51.0,-36.0,-30
Tax %,-0.0,-0.0,-0.0,-2.0,-79.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-7.0,-11.0,-13.0,2.0,4.0,0.0,4.0,-5.0,-20.0,-20.0,-51.0,-36.0,-30
EPS in Rs,-0.3,-0.46,-0.32,0.05,0.1,0.01,0.11,-0.14,-0.49,-0.5,-1.27,-0.9,-0.75
