,Mar 2011,Mar 2012,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.57,7.21,13.23,28.53,42.28,39.65,40.03,50.82,74.04,74.48,92.37
Expenses,0.0,0.0,0.56,7.08,13.0,27.86,41.35,38.97,38.79,49.18,70.96,71.71,89.66
Operating Profit,0.0,0.0,0.01,0.13,0.23,0.67,0.93,0.68,1.24,1.64,3.08,2.77,2.71
OPM %,,,1.75,1.8,1.74,2.35,2.2,1.72,3.1,3.23,4.16,3.72,2.93
Other Income,0.0,0.0,0.0,0.01,0.0,0.05,0.22,0.34,0.06,0.02,0.03,0.29,0.64
Interest,0.0,0.0,0.0,0.0,0.02,0.14,0.35,0.11,0.33,0.58,0.54,0.48,0.57
Depreciation,0.0,0.0,0.0,0.03,0.07,0.19,0.31,0.44,0.49,0.58,1.11,1.0,0.92
Profit before tax,0.0,0.0,0.01,0.11,0.14,0.39,0.49,0.47,0.48,0.5,1.46,1.58,1.86
Tax %,,,0.0,27.27,28.57,28.21,20.41,14.89,29.17,26.0,28.08,28.48,
Net Profit,0.0,0.0,0.01,0.07,0.1,0.28,0.39,0.41,0.35,0.37,1.05,1.12,1.45
EPS in Rs,,,0.04,0.25,0.36,0.72,0.06,0.06,0.04,0.04,0.11,0.13,0.17
