,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,552.0,893.0,1618.0,2038.0,2599.0,1576.0,1035.0,942.0,734.0,909.0,948.0,1162.0,1144
Expenses,506.0,608.0,1260.0,1383.0,1654.0,1212.0,1010.0,885.0,687.0,945.0,1012.0,1415.0,1480
Operating Profit,46.0,285.0,358.0,655.0,945.0,365.0,26.0,57.0,47.0,-36.0,-63.0,-253.0,-337
OPM %,8.0,32.0,22.0,32.0,36.0,23.0,2.0,6.0,6.0,-4.0,-7.0,-22.0,-29
Other Income,21.0,14.0,16.0,147.0,101.0,25.0,48.0,41.0,-924.0,135.0,127.0,902.0,916
Interest,200.0,363.0,426.0,515.0,748.0,751.0,835.0,279.0,150.0,246.0,31.0,47.0,39
Depreciation,157.0,249.0,143.0,198.0,222.0,269.0,249.0,224.0,72.0,129.0,141.0,799.0,741
Profit before tax,-289.0,-313.0,-195.0,88.0,76.0,-630.0,-1010.0,-405.0,-1099.0,-276.0,-108.0,-197.0,-200
Tax %,-14.0,4.0,-13.0,94.0,68.0,-2.0,4.0,6.0,-1.0,5.0,-17.0,10.0,
Net Profit,-329.0,-298.0,-216.0,6.0,25.0,-644.0,-966.0,-381.0,-1115.0,-262.0,-127.0,-177.0,-186
EPS in Rs,-41.27,-37.5,-30.33,-0.48,2.78,-98.22,-117.33,-46.6,-144.43,-31.63,-14.41,-19.47,-21.36
