,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.01,1.56,0.24,0.00,0.00,0.00,0.00,0.00,-0.02,-0.02,-0.04,-0.01,0.0
Expenses,0.63,1.32,0.62,0.50,0.50,0.53,0.53,0.56,0.59,0.39,0.55,0.44,0.48
Operating Profit,0.38,0.24,-0.38,-0.50,-0.50,-0.53,-0.53,-0.56,-0.61,-0.41,-0.59,-0.45,-0.48
OPM %,37.62,15.38,-158.33,,,,,,,,,,
Other Income,0.1,0.11,0.14,0.15,0.14,0.12,0.12,0.23,0.20,0.01,0.53,0.01,0.01
Interest,0.0,0.01,0.01,0.01,0.03,0.02,0.02,0.03,0.00,0.02,0.05,0.09,0.11
Depreciation,0.03,0.07,0.09,0.13,0.09,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.0
Profit before tax,0.45,0.27,-0.34,-0.49,-0.48,-0.52,-0.44,-0.37,-0.42,-0.43,-0.12,-0.54,-0.58
Tax %,15.56,11.11,0.0,2.04,4.17,3.85,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.38,0.23,-0.34,-0.47,-0.46,-0.50,-0.44,-0.37,-0.42,-0.43,-0.12,-0.54,-0.58
EPS in Rs,6.33,3.83,-5.67,-7.83,-7.67,-8.33,-7.33,-6.17,-7.00,-7.17,-2.00,-9.00,-9.67
