,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.0,44.0,153.0,145.0,143.0,172.0,178.0,154.0,130.0,124.0,153.0,120.0,115
Expenses,16.0,44.0,151.0,138.0,127.0,146.0,139.0,149.0,127.0,118.0,145.0,113.0,110
Operating Profit,0.0,1.0,2.0,7.0,16.0,26.0,39.0,6.0,3.0,6.0,8.0,7.0,5
OPM %,0.0,1.0,2.0,5.0,11.0,15.0,22.0,4.0,2.0,5.0,5.0,5.0,5
Other Income,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2
Interest,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1
Depreciation,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,6.0,6.0,5
Profit before tax,-0.0,0.0,2.0,7.0,15.0,25.0,38.0,0.0,-3.0,1.0,3.0,1.0,1
Tax %,0.0,17.0,21.0,23.0,18.0,21.0,20.0,197.0,3.0,30.0,10.0,52.0,
Net Profit,-0.0,0.0,2.0,5.0,12.0,20.0,31.0,-0.0,-3.0,0.0,3.0,0.0,0
EPS in Rs,-0.05,0.03,0.23,0.7,1.31,2.08,3.16,-0.03,-0.27,0.05,0.28,0.05,0.05
