,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1309.0,1514.0,1885.0,2095.0,2078.0,2034.0,2233.0,2791.0,2972.0,2153.0,3560.0,6299.0,6391
Expenses,810.0,1032.0,1397.0,1605.0,1569.0,1390.0,1453.0,1906.0,1919.0,1219.0,2636.0,5115.0,4745
Operating Profit,499.0,483.0,488.0,490.0,509.0,644.0,780.0,885.0,1053.0,934.0,924.0,1184.0,1646
OPM %,38.0,32.0,26.0,23.0,24.0,32.0,35.0,32.0,35.0,43.0,26.0,19.0,26
Other Income,19.0,32.0,34.0,41.0,47.0,53.0,58.0,78.0,99.0,81.0,86.0,112.0,149
Interest,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,7.0,8.0,9.0,10
Depreciation,64.0,71.0,81.0,80.0,83.0,95.0,111.0,126.0,162.0,174.0,196.0,231.0,250
Profit before tax,454.0,442.0,442.0,449.0,472.0,601.0,727.0,837.0,984.0,834.0,806.0,1056.0,1535
Tax %,32.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,19.0,26.0,26.0,25.0,
Net Profit,308.0,299.0,297.0,301.0,311.0,393.0,478.0,546.0,794.0,620.0,597.0,790.0,1148
EPS in Rs,34.45,33.41,33.27,33.69,34.8,39.83,48.38,55.32,80.33,62.72,60.43,79.98,116.20
