,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,247.0,234.0,235.0,246.0,222.0,215.0,225.0,237.0,202.0,144.0,158.0,193.0,178
Expenses,234.0,222.0,224.0,234.0,210.0,204.0,214.0,225.0,190.0,135.0,149.0,184.0,168
Operating Profit,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,9.0,9.0,9.0,10
OPM %,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
Interest,9.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,7.0,8
Depreciation,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1
Profit before tax,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2
Tax %,34.0,34.0,41.0,30.0,41.0,29.0,26.0,32.0,28.0,83.0,29.0,17.0,
Net Profit,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2
EPS in Rs,0.33,0.41,0.38,0.43,0.42,0.61,1.41,1.44,0.92,0.03,0.53,1.62,1.90
