,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,101.19,97.48,103.34,106.66,115.53,132.66,134.89,52.74,0.00,0.00,0.00,0.00,0.0
Expenses,68.67,66.84,74.84,81.22,86.58,109.26,106.97,69.37,-15.09,10.11,1.35,1.56,1.51
Operating Profit,32.52,30.64,28.5,25.44,28.95,23.4,27.92,-16.63,15.09,-10.11,-1.35,-1.56,-1.51
OPM %,32.14,31.43,27.58,23.85,25.06,17.64,20.7,-31.53,,,,,
Other Income,2.63,11.33,0.87,0.9,0.52,1.13,1.43,-20.31,-34.70,0.08,0.84,0.39,0.67
Interest,42.66,47.22,45.73,40.95,18.39,28.69,24.27,153.7,4.15,4.15,4.15,4.15,4.16
Depreciation,9.12,9.18,9.4,5.19,6.05,6.63,6.74,3.16,0.11,0.11,0.11,0.09,0.08
Profit before tax,-16.63,-14.43,-25.76,-19.8,5.03,-10.79,-1.66,-193.8,-23.87,-14.29,-4.77,-5.41,-5.08
Tax %,36.68,46.85,29.11,0.0,0.0,5.65,0.0,0.0,0.00,0.00,28.51,-31.98,
Net Profit,-10.53,-7.68,-18.26,-19.8,5.03,-10.18,-1.66,-193.8,-23.86,-14.29,-3.41,-7.15,-6.83
EPS in Rs,-11.82,-8.6,-20.54,-15.53,3.95,-7.99,-1.3,-152.02,-18.72,-11.21,-2.67,-5.61,-5.36
