,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,426.0,462.0,610.0,554.0,496.0,532.0,523.0,549.0,393.0,148.0,143.0,75.0,56
Expenses,415.0,437.0,551.0,521.0,448.0,478.0,492.0,514.0,394.0,152.0,124.0,83.0,63
Operating Profit,11.0,25.0,59.0,34.0,49.0,54.0,31.0,34.0,-1.0,-4.0,19.0,-8.0,-7
OPM %,3.0,5.0,10.0,6.0,10.0,10.0,6.0,6.0,-0.0,-3.0,14.0,-11.0,-13
Other Income,1.0,1.0,1.0,1.0,1.0,6.0,10.0,2.0,2.0,0.0,0.0,8.0,8
Interest,28.0,29.0,35.0,31.0,37.0,35.0,33.0,29.0,27.0,24.0,23.0,11.0,7
Depreciation,20.0,20.0,19.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,7.0,4
Profit before tax,-36.0,-23.0,6.0,-8.0,1.0,13.0,-3.0,-3.0,-36.0,-38.0,-13.0,-18.0,-10
Tax %,35.0,32.0,24.0,21.0,-37.0,24.0,-62.0,23.0,34.0,0.0,0.0,0.0,
Net Profit,-24.0,-16.0,4.0,-6.0,1.0,10.0,-4.0,-2.0,-24.0,-38.0,-13.0,-18.0,-10
EPS in Rs,-7.62,-5.12,1.37,-2.1,0.25,3.24,-1.41,-0.76,-7.77,-12.28,-4.33,-5.87,-3.28
