,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,978.0,812.0,1578.0,1799.0,3131.0,3915.0,4546.0,4363.0,2546.0,1328.0,2853.0,3173.0,2661
Expenses,965.0,802.0,1554.0,1782.0,3080.0,3865.0,4480.0,4272.0,2528.0,1312.0,2821.0,3134.0,2633
Operating Profit,13.0,10.0,25.0,17.0,51.0,50.0,65.0,91.0,18.0,16.0,33.0,39.0,29
OPM %,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1
Other Income,4.0,4.0,3.0,10.0,-1.0,12.0,11.0,7.0,10.0,5.0,7.0,7.0,11
Interest,6.0,4.0,6.0,3.0,12.0,16.0,17.0,9.0,2.0,5.0,4.0,7.0,6
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1
Profit before tax,11.0,9.0,21.0,24.0,37.0,45.0,59.0,88.0,24.0,14.0,34.0,38.0,32
Tax %,31.0,22.0,16.0,16.0,14.0,19.0,16.0,21.0,25.0,21.0,19.0,25.0,
Net Profit,8.0,7.0,18.0,20.0,32.0,36.0,49.0,70.0,18.0,11.0,27.0,28.0,25
EPS in Rs,0.45,0.39,0.99,1.19,1.96,2.21,2.3,3.27,0.86,0.47,1.17,1.21,1.05
