,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,572.0,767.0,1094.0,1201.0,1389.0,2457.0,2842.0,2984.0,4400.0,6448.0,10697.0,12192.0,13685
Expenses,567.0,746.0,1067.0,1169.0,1340.0,2365.0,2729.0,2848.0,4172.0,6156.0,10313.0,11673.0,13087
Operating Profit,5.0,21.0,26.0,32.0,49.0,92.0,113.0,136.0,228.0,292.0,384.0,519.0,598
OPM %,1.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4
Other Income,1.0,0.0,8.0,2.0,23.0,1.0,4.0,6.0,5.0,1.0,4.0,4.0,16
Interest,11.0,11.0,11.0,10.0,13.0,16.0,13.0,26.0,39.0,33.0,49.0,64.0,61
Depreciation,5.0,5.0,5.0,7.0,8.0,11.0,15.0,22.0,37.0,44.0,84.0,115.0,132
Profit before tax,-9.0,5.0,18.0,17.0,51.0,66.0,88.0,94.0,157.0,217.0,255.0,345.0,421
Tax %,16.0,30.0,19.0,24.0,16.0,28.0,31.0,32.0,23.0,26.0,25.0,26.0,
Net Profit,-7.0,3.0,14.0,13.0,43.0,48.0,61.0,63.0,120.0,160.0,190.0,255.0,313
EPS in Rs,-4.52,3.21,8.72,7.65,27.46,8.66,10.76,11.19,20.81,27.28,32.05,42.9,51.83
