,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,160.0,156.0,153.0,154.0,197.0,174.0,179.0,309.0,351.0,268.0,277.0,226.0,183
Expenses,114.0,109.0,107.0,108.0,145.0,136.0,150.0,252.0,294.0,249.0,280.0,222.0,174
Operating Profit,46.0,47.0,46.0,46.0,53.0,38.0,30.0,57.0,57.0,19.0,-2.0,3.0,9
OPM %,29.0,30.0,30.0,30.0,27.0,22.0,17.0,18.0,16.0,7.0,-1.0,1.0,5
Other Income,3.0,6.0,5.0,4.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,-6.0,-7
Interest,45.0,50.0,46.0,46.0,55.0,42.0,33.0,68.0,118.0,65.0,207.0,66.0,48
Depreciation,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,16.0,25.0,26.0,25.0,25
Profit before tax,3.0,2.0,4.0,4.0,4.0,3.0,3.0,-33.0,-74.0,-63.0,-228.0,-94.0,-70
Tax %,60.0,52.0,27.0,30.0,38.0,4.0,41.0,37.0,-22.0,-40.0,6.0,-4.0,
Net Profit,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-21.0,-91.0,-89.0,-214.0,-98.0,-90
EPS in Rs,0.56,0.55,1.21,1.16,1.02,1.1,0.89,-9.46,-26.72,-30.53,-74.6,-43.06,-39.67
