,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,195.0,221.0,242.0,253.0,239.0,233.0,249.0,269.0,289.0,297.0,798.0,936.0,807
Expenses,184.0,210.0,234.0,242.0,222.0,220.0,242.0,264.0,278.0,274.0,740.0,876.0,744
Operating Profit,11.0,11.0,8.0,11.0,17.0,13.0,6.0,5.0,12.0,23.0,58.0,60.0,63
OPM %,6.0,5.0,3.0,4.0,7.0,5.0,3.0,2.0,4.0,8.0,7.0,6.0,8
Other Income,3.0,3.0,3.0,3.0,-2.0,6.0,3.0,4.0,5.0,8.0,11.0,138.0,128
Interest,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,69.0,60.0,67
Depreciation,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,34.0,33.0,36
Profit before tax,11.0,10.0,8.0,11.0,11.0,15.0,6.0,5.0,12.0,26.0,-34.0,105.0,88
Tax %,33.0,35.0,35.0,35.0,49.0,34.0,29.0,21.0,23.0,22.0,-17.0,32.0,
Net Profit,7.0,7.0,5.0,7.0,5.0,10.0,4.0,4.0,9.0,20.0,-40.0,72.0,58
EPS in Rs,5.44,5.17,4.0,5.37,4.15,7.35,3.15,2.79,7.0,15.4,-30.13,54.64,44.04
