,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.77,1.93,2.09,2.25,2.02,1.37,2.12,2.62,2.54,1.75,2.07,2.76,4.38
Expenses,0.14,0.14,0.14,0.35,0.4,0.39,0.48,0.53,0.54,0.6,0.61,0.61,0.60
Operating Profit,1.63,1.79,1.95,1.9,1.62,0.98,1.64,2.09,2.0,1.15,1.46,2.15,3.78
OPM %,92.09,92.75,93.3,84.44,80.2,71.53,77.36,79.77,78.74,65.71,70.53,77.9,86.30
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,1.63,1.79,1.95,1.9,1.62,0.98,1.64,2.09,2.0,1.15,1.46,2.15,3.78
Tax %,0.0,1.12,6.15,5.26,6.17,8.16,4.27,4.78,3.5,26.96,25.34,26.05,
Net Profit,1.63,1.77,1.84,1.79,1.52,0.89,1.57,1.99,1.94,0.84,1.09,1.59,2.80
EPS in Rs,3.13,3.4,3.53,3.44,2.92,1.71,3.01,3.82,3.72,1.61,2.09,3.05,5.37
