,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales,7.47,8.32,14.72,7.4,9.18,0.53,0.04,0.04,0.05,0.05,0.05,0.04,0.0
Expenses,6.47,7.57,14.63,7.31,9.03,0.47,0.03,0.03,0.04,0.04,0.05,0.04,0.04
Operating Profit,1.00,0.75,0.09,0.09,0.15,0.06,0.01,0.01,0.01,0.01,-0.00,-0.00,-0.04
OPM %,13.39,9.01,0.61,1.22,1.63,11.32,25.00,25.00,20.00,20.00,-0.00,-0.00,
Other Income,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.04
Interest,-0.00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.0
Depreciation,0.03,0.04,0.03,0.02,0.06,0.01,0.01,0.01,0.01,0.01,-0.00,-0.00,0.0
Profit before tax,0.98,0.71,0.06,0.07,0.09,0.05,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.0
Tax %,30.61,29.58,33.33,28.57,33.33,-0.0,,,,,,,
Net Profit,0.68,0.49,0.04,0.04,0.06,0.04,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.0
EPS in Rs,,0.41,0.03,0.03,0.05,0.03,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,0.0
