,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5,11,23,27,42,67.0,20.0,50.0,81.0,86.0,109.0,200.0,199
Expenses,4,10,20,23,36,65.0,19.0,47.0,77.0,82.0,94.0,162.0,164
Operating Profit,0,1,3,4,5,3.0,1.0,3.0,4.0,4.0,15.0,39.0,35
OPM %,10,11,11,14,13,4.0,7.0,6.0,4.0,4.0,14.0,19.0,18
Other Income,0,0,0,0,0,2.0,1.0,1.0,-2.0,4.0,8.0,1.0,3
Interest,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,4.0,9.0,8
Depreciation,0,0,1,0,0,1.0,0.0,0.0,0.0,3.0,11.0,20.0,20
Profit before tax,0,1,2,4,5,4.0,1.0,3.0,1.0,5.0,8.0,11.0,10
Tax %,32,31,53,24,39,40.0,31.0,24.0,154.0,35.0,26.0,24.0,
Net Profit,0,1,1,3,3,2.0,1.0,3.0,-1.0,3.0,6.0,8.0,8
EPS in Rs,,,,,,3.07,0.82,2.26,-0.48,2.72,5.13,7.1,6.65
