,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1144.0,1353.0,1395.0,1437.0,1182.0,1341.0,2022.0,2422.0,1806.0,1679.0,2791.0,4172.0,4022
Expenses,965.0,1247.0,1307.0,1313.0,1036.0,1107.0,1569.0,1863.0,1525.0,1549.0,2635.0,3773.0,3500
Operating Profit,179.0,106.0,88.0,124.0,146.0,233.0,452.0,560.0,280.0,131.0,156.0,399.0,522
OPM %,16.0,8.0,6.0,9.0,12.0,17.0,22.0,23.0,16.0,8.0,6.0,10.0,13
Other Income,18.0,31.0,13.0,13.0,9.0,6.0,12.0,8.0,8.0,14.0,-17.0,-2.0,38
Interest,76.0,80.0,118.0,103.0,111.0,82.0,70.0,71.0,55.0,33.0,36.0,66.0,63
Depreciation,46.0,55.0,58.0,59.0,67.0,33.0,33.0,34.0,39.0,47.0,50.0,51.0,50
Profit before tax,75.0,2.0,-75.0,-24.0,-23.0,125.0,361.0,462.0,194.0,65.0,53.0,280.0,448
Tax %,24.0,-312.0,22.0,49.0,19.0,34.0,31.0,30.0,-6.0,27.0,27.0,23.0,
Net Profit,57.0,9.0,-58.0,-13.0,-19.0,82.0,248.0,324.0,205.0,47.0,39.0,216.0,328
EPS in Rs,1.48,0.24,-1.48,-0.32,-0.44,1.98,5.91,7.75,4.91,1.13,0.98,4.99,7.56
