,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.59,2.26,0.61,5.03,3.71,2.11,0.29,3.97,0.48,0.53,0.38,3.77,4.03
Expenses,2.36,8.22,0.78,3.17,2.01,1.16,0.94,3.12,0.92,0.37,0.37,0.36,0.70
Operating Profit,2.23,-5.96,-0.17,1.86,1.7,0.95,-0.65,0.85,-0.44,0.16,0.01,3.41,3.33
OPM %,48.58,-263.72,-27.87,36.98,45.82,45.02,-224.14,21.41,-91.67,30.19,2.63,90.45,82.63
Other Income,0.04,7.03,0.01,0.0,0.01,0.0,0.01,0.06,0.0,0.01,0.02,0.02,0.37
Interest,0.46,0.48,0.31,0.26,0.22,0.15,0.22,0.27,0.26,0.16,0.02,0.01,0.02
Depreciation,0.04,0.03,0.03,0.05,0.04,0.06,0.09,0.08,0.08,0.03,0.05,0.04,0.03
Profit before tax,1.77,0.56,-0.5,1.55,1.45,0.74,-0.95,0.56,-0.78,-0.02,-0.04,3.38,3.65
Tax %,32.77,30.36,-4.0,21.94,33.1,32.43,0.0,-7.14,-5.13,0.0,25.0,21.01,
Net Profit,1.19,0.39,-0.52,1.21,0.96,0.5,-0.96,0.59,-0.82,-0.02,-0.03,2.67,2.90
EPS in Rs,1.14,0.37,-0.5,1.16,0.92,0.48,-0.92,0.56,-0.78,-0.02,-0.03,2.55,2.77
