,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.69,2.0,2.05,1.69,2.47,2.64,1.43,2.04,1.58,5.48,3.1,1.6,4.35
Expenses,0.23,0.45,0.25,0.28,0.96,0.95,0.5,0.64,2.47,1.86,0.91,1.12,1.29
Operating Profit,1.46,1.55,1.8,1.41,1.51,1.69,0.93,1.4,-0.89,3.62,2.19,0.48,3.06
OPM %,86.39,77.5,87.8,83.43,61.13,64.02,65.03,68.63,-56.33,66.06,70.65,30.0,70.34
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04
Profit before tax,1.46,1.55,1.8,1.4,1.49,1.66,0.89,1.36,-0.93,3.58,2.15,0.46,3.03
Tax %,31.51,34.84,29.44,46.43,35.57,32.53,22.47,20.59,0.0,9.5,17.21,26.09,
Net Profit,0.99,1.01,1.27,0.75,0.96,1.12,0.7,1.08,-0.93,3.25,1.79,0.33,2.59
EPS in Rs,1.98,2.02,2.53,1.5,1.92,2.24,1.4,2.16,-1.86,6.49,3.57,0.66,5.16
