,Mar 2011,Mar 2012,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,122.0,126.0,132.0,7.0,38.0,41.0,51.0,34.0,46.0,117.0,128.0,148.0,137
Expenses,113.0,112.0,111.0,12.0,62.0,53.0,59.0,44.0,50.0,112.0,126.0,145.0,136
Operating Profit,9.0,15.0,21.0,-5.0,-24.0,-12.0,-8.0,-10.0,-4.0,5.0,1.0,3.0,1
OPM %,7.0,12.0,16.0,-73.0,-62.0,-30.0,-16.0,-30.0,-10.0,4.0,1.0,2.0,1
Other Income,-2.0,-49.0,-1.0,7.0,3.0,1.0,3.0,-0.0,2.0,2.0,1.0,3.0,4
Interest,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,6
Depreciation,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
Profit before tax,3.0,-39.0,16.0,1.0,-21.0,-12.0,-6.0,-11.0,-5.0,3.0,-2.0,-0.0,-3
Tax %,7.0,-11.0,28.0,1.0,-0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,3.0,-43.0,12.0,1.0,-22.0,-13.0,-6.0,-11.0,-5.0,3.0,-2.0,-0.0,-3
EPS in Rs,1.58,-21.87,5.91,0.64,-20.4,-13.72,-5.62,-10.58,-4.79,2.58,-1.76,-0.03,-1.70
