,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.39,6.98,5.74,5.61,3.72,2.77,2.5,2.57,0.8,21.91,8.26,0.0,0.0
Expenses,11.43,7.07,5.73,5.6,3.71,2.75,2.49,2.56,1.34,21.57,8.2,0.32,0.29
Operating Profit,-0.04,-0.09,0.01,0.01,0.01,0.02,0.01,0.01,-0.54,0.34,0.06,-0.32,-0.29
OPM %,-0.35,-1.29,0.17,0.18,0.27,0.72,0.4,0.39,-67.5,1.55,0.73,,
Other Income,0.11,0.12,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.32,0.32
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,0.05,0.01,0.01,0.01,0.01,0.02,0.01,0.01,-0.53,0.37,0.06,0.0,0.03
Tax %,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,16.67,,
Net Profit,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.53,0.31,0.05,0.01,0.03
EPS in Rs,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.73,0.43,0.07,0.01,0.04
