,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,341.0,421.0,243.0,826.0,189.0,305.0,1067.0,1787.0,1808.0,1530.0,1342.0,2758.0,2882
Expenses,286.0,317.0,234.0,826.0,236.0,337.0,990.0,1608.0,1617.0,1365.0,1195.0,2511.0,2531
Operating Profit,55.0,105.0,10.0,-1.0,-47.0,-32.0,77.0,179.0,191.0,164.0,147.0,247.0,351
OPM %,16.0,25.0,4.0,-0.0,-25.0,-10.0,7.0,10.0,11.0,11.0,11.0,9.0,12
Other Income,23.0,14.0,-2.0,238.0,83.0,78.0,95.0,93.0,112.0,142.0,103.0,668.0,593
Interest,52.0,47.0,40.0,138.0,13.0,10.0,33.0,54.0,77.0,110.0,83.0,119.0,121
Depreciation,23.0,68.0,35.0,88.0,27.0,21.0,24.0,11.0,23.0,16.0,16.0,13.0,16
Profit before tax,4.0,3.0,-68.0,11.0,-4.0,15.0,116.0,207.0,203.0,180.0,152.0,783.0,807
Tax %,10.0,-105.0,10.0,94.0,116.0,67.0,40.0,39.0,25.0,28.0,17.0,7.0,
Net Profit,3.0,6.0,-61.0,1.0,1.0,5.0,69.0,127.0,151.0,130.0,126.0,726.0,706
EPS in Rs,0.83,1.47,-15.25,0.17,0.04,0.34,4.71,8.56,10.03,8.66,8.33,48.19,47.26
