,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.8,6.89,4.99,6.86,7.59,9.03,15.05,41.38,47.38,44.45,28.54,28.65,35.51
Expenses,6.11,7.61,6.61,7.75,8.23,9.11,15.79,40.65,47.76,43.31,26.82,25.59,30.03
Operating Profit,-0.31,-0.72,-1.62,-0.89,-0.64,-0.08,-0.74,0.73,-0.38,1.14,1.72,3.06,5.48
OPM %,-5.34,-10.45,-32.46,-12.97,-8.43,-0.89,-4.92,1.76,-0.8,2.56,6.03,10.68,15.43
Other Income,0.04,0.06,0.51,0.05,0.03,0.17,0.52,0.19,0.23,0.21,0.17,0.32,0.13
Interest,0.43,0.15,0.1,0.18,0.03,0.07,0.19,0.38,0.42,0.39,0.54,0.46,0.48
Depreciation,0.14,0.12,0.11,0.12,0.1,0.13,0.22,0.33,0.38,0.37,0.46,0.48,0.59
Profit before tax,-0.84,-0.93,-1.32,-1.14,-0.74,-0.11,-0.63,0.21,-0.95,0.59,0.89,2.44,4.54
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,
Net Profit,-0.84,-0.93,-1.31,-1.14,-0.74,-0.12,-0.63,0.2,-0.95,0.59,0.89,2.3,3.96
EPS in Rs,-1.39,-1.53,-2.16,-1.88,-1.22,-0.2,-0.41,0.13,-0.62,0.39,0.58,1.5,2.58
