,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,220.0,249.0,257.0,261.0,194.0,231.0,222.0,207.0,172.0,143.0,183.0,201.0,202
Expenses,201.0,233.0,234.0,233.0,194.0,217.0,212.0,203.0,188.0,140.0,176.0,188.0,189
Operating Profit,18.0,16.0,23.0,28.0,-0.0,14.0,10.0,4.0,-16.0,3.0,7.0,13.0,13
OPM %,8.0,7.0,9.0,11.0,-0.0,6.0,5.0,2.0,-9.0,2.0,4.0,6.0,6
Other Income,6.0,5.0,1.0,0.0,7.0,-6.0,1.0,2.0,3.0,2.0,2.0,8.0,7
Interest,15.0,14.0,13.0,13.0,13.0,12.0,11.0,9.0,10.0,11.0,10.0,9.0,9
Depreciation,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3
Profit before tax,6.0,4.0,8.0,11.0,-9.0,-8.0,-3.0,-7.0,-28.0,-10.0,-4.0,8.0,9
Tax %,25.0,35.0,34.0,36.0,-5.0,5.0,-18.0,5.0,46.0,89.0,46.0,20.0,
Net Profit,5.0,3.0,5.0,7.0,-10.0,-7.0,-3.0,-6.0,-15.0,-1.0,-2.0,7.0,5
EPS in Rs,0.59,0.36,0.68,0.89,-1.2,-0.89,-0.37,-0.75,-1.81,-0.13,-0.27,0.8,0.63
