,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,136.76,102.12,142.02,170.85,142.41,120.72,213.18,251.72,112.27,60.7,32.99,68.62,60.37
Expenses,126.63,94.97,131.88,158.19,136.07,112.58,198.9,234.74,104.45,57.8,31.0,55.47,51.63
Operating Profit,10.13,7.15,10.14,12.66,6.34,8.14,14.28,16.98,7.82,2.9,1.99,13.15,8.74
OPM %,7.41,7.0,7.14,7.41,4.45,6.74,6.7,6.75,6.97,4.78,6.03,19.16,14.48
Other Income,0.79,0.81,0.88,1.13,5.29,2.11,2.07,7.35,0.8,6.83,8.51,4.87,6.29
Interest,7.61,9.46,9.39,11.02,7.37,6.45,8.56,14.23,2.85,2.11,2.3,1.83,1.99
Depreciation,1.8,1.57,1.48,1.53,1.57,2.02,2.03,2.13,2.5,2.28,2.19,2.03,1.91
Profit before tax,1.51,-3.07,0.15,1.24,2.69,1.78,5.76,7.97,3.27,5.34,6.01,14.16,11.13
Tax %,33.77,31.92,20.0,50.0,21.93,15.73,27.43,30.99,-262.69,23.03,24.46,30.58,
Net Profit,1.0,-2.1,0.12,0.63,2.11,1.49,4.18,5.5,11.86,4.11,4.53,9.83,7.99
EPS in Rs,1.22,-2.57,0.15,0.77,2.58,1.82,5.12,6.0,12.94,4.48,4.94,10.72,8.72
