,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,28.33,20.43,14.29,12.2,10.56,7.88,7.46,33.01,38.89,23.75,29.62,17.35,11.97
Expenses,26.08,19.36,12.79,11.06,9.23,7.64,9.69,30.32,38.69,24.79,28.15,21.03,15.35
Operating Profit,2.25,1.07,1.5,1.14,1.33,0.24,-2.23,2.69,0.2,-1.04,1.47,-3.68,-3.38
OPM %,7.94,5.24,10.5,9.34,12.59,3.05,-29.89,8.15,0.51,-4.38,4.96,-21.21,-28.24
Other Income,6.7,0.61,0.96,1.45,1.46,2.65,5.07,1.7,4.27,5.5,2.19,4.0,3.17
Interest,0.28,0.28,0.3,0.3,0.3,0.26,0.13,0.59,0.6,0.49,0.39,0.29,0.17
Depreciation,2.65,2.99,2.14,2.49,2.48,2.53,2.66,3.31,3.63,3.51,3.22,2.89,2.89
Profit before tax,6.02,-1.59,0.02,-0.2,0.01,0.1,0.05,0.49,0.24,0.46,0.05,-2.86,-3.27
Tax %,-2.82,56.6,400.0,-35.0,-100.0,10.0,340.0,32.65,91.67,-97.83,80.0,27.62,
Net Profit,6.19,-0.69,-0.06,-0.26,0.02,0.09,-0.12,0.33,0.02,0.91,0.01,-2.07,-2.38
EPS in Rs,2.66,-0.3,-0.03,-0.11,0.01,0.04,-0.05,0.14,0.01,0.39,0.0,-0.89,-1.02
