,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.61,0.41,0.69,0.48,0.78,0.1,0.54,0.1,0.33,0.42,0.92,0.13,0.35
Expenses,0.65,0.35,0.68,0.49,0.78,0.13,0.45,0.14,0.27,0.43,0.87,0.15,0.37
Operating Profit,-0.04,0.06,0.01,-0.01,0.00,-0.03,0.09,-0.04,0.06,-0.01,0.05,-0.02,-0.02
OPM %,-6.56,14.63,1.45,-2.08,0.00,-30.0,16.67,-40.0,18.18,-2.38,5.43,-15.38,-5.71
Other Income,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,-0.04,0.06,0.01,-0.01,0.00,-0.03,0.09,-0.04,0.06,-0.01,0.05,-0.02,-0.02
Tax %,0.0,16.67,0.0,0.0,,33.33,33.33,50.0,16.67,0.0,20.0,0.0,0.0
Net Profit,-0.04,0.05,0.01,-0.01,0.00,-0.02,0.06,-0.02,0.04,-0.01,0.04,-0.02,-0.02
EPS in Rs,-0.04,0.05,0.01,-0.01,0.00,-0.02,0.06,-0.02,0.04,-0.01,0.04,-0.02,-0.02
