,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.85,4.11,5.53,4.65,2.57,3.55,2.83,2.91,2.77,2.1,1.9,1.78,1.82
Expenses,2.83,4.08,5.51,4.61,2.56,3.52,2.8,2.88,2.73,2.06,1.86,1.73,1.82
Operating Profit,0.02,0.03,0.02,0.04,0.01,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.0
OPM %,0.7,0.73,0.36,0.86,0.39,0.85,1.06,1.03,1.44,1.9,2.11,2.81,
Other Income,0.15,0.55,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,0.17,0.57,0.01,0.03,0.00,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.0
Tax %,29.41,12.28,0.0,33.33,,50.0,33.33,33.33,25.0,25.0,50.0,0.0,
Net Profit,0.12,0.5,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.05,-0.01
EPS in Rs,0.23,0.52,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.05,-0.01
