,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,219.0,238.0,279.0,278.0,263.0,253.0,291.0,265.0,296.0,381.0,432.0,472.0,492
Expenses,172.0,187.0,221.0,223.0,216.0,210.0,245.0,222.0,254.0,325.0,386.0,424.0,435
Operating Profit,47.0,51.0,58.0,55.0,46.0,42.0,46.0,44.0,42.0,57.0,47.0,48.0,57
OPM %,21.0,21.0,21.0,20.0,18.0,17.0,16.0,16.0,14.0,15.0,11.0,10.0,12
Other Income,4.0,2.0,1.0,1.0,1.0,-0.0,2.0,3.0,5.0,0.0,4.0,9.0,0
Interest,23.0,24.0,25.0,24.0,25.0,23.0,29.0,29.0,26.0,26.0,24.0,23.0,25
Depreciation,8.0,8.0,9.0,10.0,11.0,7.0,2.0,2.0,5.0,6.0,6.0,8.0,8
Profit before tax,21.0,20.0,25.0,22.0,12.0,12.0,17.0,16.0,16.0,25.0,20.0,25.0,24
Tax %,24.0,21.0,26.0,13.0,33.0,54.0,46.0,50.0,46.0,30.0,36.0,37.0,
Net Profit,16.0,16.0,19.0,19.0,8.0,5.0,9.0,8.0,8.0,16.0,12.0,16.0,12
EPS in Rs,11.43,10.75,12.5,12.96,5.56,5.43,8.06,7.6,7.49,13.81,10.22,13.17,9.98
