,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,96.0,96.0,105.0,129.0,148.0,167.0,148.0,170.0,139.0,121.0,173.0,220.0,223
Expenses,90.0,87.0,99.0,123.0,136.0,150.0,143.0,163.0,129.0,112.0,162.0,202.0,204
Operating Profit,5.0,8.0,6.0,6.0,12.0,17.0,5.0,6.0,10.0,9.0,11.0,18.0,19
OPM %,6.0,9.0,5.0,5.0,8.0,10.0,3.0,4.0,7.0,7.0,6.0,8.0,8
Other Income,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3
Interest,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4
Depreciation,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4
Profit before tax,4.0,5.0,2.0,-0.0,5.0,11.0,0.0,-0.0,2.0,0.0,4.0,11.0,14
Tax %,33.0,42.0,37.0,-83.0,36.0,38.0,-60.0,-47.0,29.0,150.0,28.0,25.0,
Net Profit,2.0,3.0,1.0,-0.0,3.0,7.0,1.0,-1.0,1.0,-0.0,3.0,8.0,10
EPS in Rs,0.64,0.79,0.35,-0.03,0.89,1.87,0.17,-0.18,0.29,-0.06,0.77,2.24,2.63
