,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,104.0,109.0,104.0,133.0,141.0,123.0,146.0,160.0,135.0,105.0,151.0,186.0,196
Expenses,86.0,96.0,94.0,115.0,119.0,108.0,120.0,134.0,116.0,89.0,117.0,151.0,159
Operating Profit,18.0,12.0,9.0,18.0,22.0,16.0,27.0,26.0,19.0,16.0,34.0,36.0,37
OPM %,17.0,11.0,9.0,13.0,16.0,13.0,18.0,16.0,14.0,15.0,22.0,19.0,19
Other Income,0.0,-1.0,1.0,0.0,-13.0,3.0,3.0,6.0,7.0,5.0,32.0,7.0,9
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,8.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,8.0,5.0,4.0,4.0,4
Profit before tax,10.0,2.0,1.0,8.0,0.0,10.0,21.0,23.0,18.0,15.0,61.0,39.0,42
Tax %,32.0,70.0,55.0,13.0,100.0,35.0,34.0,29.0,25.0,24.0,22.0,26.0,
Net Profit,7.0,1.0,0.0,7.0,0.0,7.0,14.0,16.0,13.0,11.0,48.0,29.0,31
EPS in Rs,0.75,0.07,0.05,0.74,0.0,0.74,1.51,1.76,1.47,1.25,5.23,3.17,3.42
