,Mar 2007,Mar 2008,Mar 2012,Mar 2013,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.16,0.14,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.11,0.11,0.1,0.10
Expenses,0.2,0.16,0.03,1.51,0.04,-0.03,0.2,0.38,0.11,0.07,0.02,0.14,0.07
Operating Profit,-0.04,-0.02,-0.03,-1.51,-0.04,0.03,-0.19,-0.35,0.01,0.04,0.09,-0.04,0.03
OPM %,-25.0,-14.29,,,,,-1900.0,-1166.67,8.33,36.36,81.82,-40.0,30.00
Other Income,0.0,0.0,0.00,0.00,0.00,0.00,0.0,1.2,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,-0.05,-0.02,-0.03,-1.51,-0.04,0.03,-0.19,0.85,0.01,0.04,0.09,-0.04,0.03
Tax %,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-0.05,-0.02,-0.03,-1.51,-0.04,0.03,-0.19,0.85,0.01,0.04,0.09,-0.04,0.03
EPS in Rs,-0.1,-0.04,-0.06,-3.01,-0.08,0.06,-0.38,1.7,0.02,0.08,0.18,-0.08,0.06
