,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,90.95,97.27,84.06,63.51,67.4,73.9,80.62,77.5,73.28,65.9,88.5,99.93,99.40
Expenses,86.29,93.52,82.89,62.92,64.26,68.98,74.78,71.69,67.92,63.01,84.17,93.87,91.83
Operating Profit,4.66,3.75,1.17,0.59,3.14,4.92,5.84,5.81,5.36,2.89,4.33,6.06,7.57
OPM %,5.12,3.86,1.39,0.93,4.66,6.66,7.24,7.5,7.31,4.39,4.89,6.06,7.62
Other Income,0.37,1.03,0.75,12.51,0.21,0.22,0.26,0.11,0.26,0.51,0.23,0.11,0.15
Interest,2.02,2.62,2.1,1.1,0.8,0.7,0.63,0.52,0.39,0.52,0.69,0.4,0.33
Depreciation,1.65,1.89,1.76,2.09,1.69,1.53,1.6,1.49,1.62,1.8,2.28,2.12,2.10
Profit before tax,1.36,0.27,-1.94,9.91,0.86,2.91,3.87,3.91,3.61,1.08,1.59,3.65,5.29
Tax %,31.62,22.22,29.38,16.35,26.74,36.43,33.33,25.58,27.98,27.78,35.22,22.74,
Net Profit,0.93,0.21,-1.37,8.29,0.62,1.85,2.57,2.9,2.61,0.77,1.03,2.83,4.18
EPS in Rs,1.39,0.31,-2.04,12.37,0.93,2.76,3.84,4.33,3.9,1.15,1.54,4.25,6.29
