,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.25,0.1,0.07,0.08,0.09,0.04,0.16,0.17,0.38,0.19,0.28,0.23,0.15
Expenses,0.6,0.75,0.32,0.35,0.43,0.52,0.79,1.05,0.81,0.79,1.19,0.93,1.06
Operating Profit,-0.35,-0.65,-0.25,-0.27,-0.34,-0.48,-0.63,-0.88,-0.43,-0.6,-0.91,-0.7,-0.91
OPM %,-140.0,-650.0,-357.14,-337.5,-377.78,-1200.0,-393.75,-517.65,-113.16,-315.79,-325.0,-304.35,-606.67
Other Income,18.1,0.56,0.67,0.01,19.27,-12.47,21.44,0.55,0.92,-1.87,4.79,0.38,0.33
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.11,0.01,0.00
Depreciation,0.19,0.21,0.19,0.11,0.19,0.19,0.19,0.02,0.02,0.02,0.02,0.02,0.01
Profit before tax,17.56,-0.3,0.23,-0.37,18.74,-13.14,20.62,-0.35,0.47,-3.21,2.75,-0.35,-0.59
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.0,0.0,0.0,0.0,-11.43,
Net Profit,17.57,-0.3,0.23,-0.37,18.75,-13.14,20.62,-0.84,0.47,-3.21,2.75,-0.39,-0.64
EPS in Rs,29.58,-0.51,0.39,-0.62,31.57,-22.12,34.71,-1.41,0.79,-5.4,4.63,-0.66,-1.07
