,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.03,0.46,0.46,0.46,0.43,0.01,0.5,0.34,0.29,0.29,0.35,0.36
Expenses,0.02,0.03,0.21,0.42,0.38,0.24,0.14,0.25,1.1,0.12,0.14,0.2,0.65
Operating Profit,-0.02,0.00,0.25,0.04,0.08,0.19,-0.13,0.25,-0.76,0.17,0.15,0.15,-0.29
OPM %,,0.00,54.35,8.70,17.39,44.19,-1300.0,50.0,-223.53,58.62,51.72,42.86,-80.56
Other Income,0.00,0.00,0.0,0.00,0.0,0.0,-4.09,4.09,0.01,-0.09,0.0,-0.14,-0.14
Interest,0.00,0.00,0.0,0.00,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.00
Depreciation,0.00,0.00,0.03,0.04,0.03,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.00
Profit before tax,-0.02,0.00,0.22,0.00,0.05,0.15,-4.24,4.31,-0.76,0.08,0.15,0.01,-0.43
Tax %,0.00,,31.82,,40.0,33.33,0.0,0.93,0.0,62.5,13.33,200.0,
Net Profit,-0.02,0.00,0.15,0.01,0.03,0.11,-4.24,4.27,-0.75,0.03,0.13,-0.01,-0.45
EPS in Rs,-0.05,0.00,0.38,0.03,0.08,0.28,-10.61,10.68,-1.88,0.08,0.33,-0.03,-1.13
