,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.32,0.35,0.4,0.21,0.4,0.31,0.34,0.53,0.62,0.58,0.51,0.47,0.44
Expenses,0.24,0.23,0.38,0.17,0.35,0.24,0.3,0.45,0.59,0.55,0.49,0.45,0.42
Operating Profit,0.08,0.12,0.02,0.04,0.05,0.07,0.04,0.08,0.03,0.03,0.02,0.02,0.02
OPM %,25.0,34.29,5.0,19.05,12.5,22.58,11.76,15.09,4.84,5.17,3.92,4.26,4.55
Other Income,0.02,0.02,0.02,0.01,0.0,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.00
Profit before tax,0.06,0.11,0.01,0.02,0.03,0.07,0.04,0.08,0.02,0.01,0.02,0.02,0.02
Tax %,33.33,27.27,0.0,50.0,33.33,28.57,25.0,25.0,50.0,0.0,0.0,0.0,
Net Profit,0.04,0.07,0.0,0.02,0.02,0.05,0.02,0.06,0.02,0.01,0.02,0.01,0.01
EPS in Rs,0.08,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.00
