,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4875.0,5892.0,8737.0,8166.0,8856.0,9939.0,16414.0,23163.0,19509.0,16054.0,18009.0,14745.0,16545.0
Expenses,4255.0,5681.0,8215.0,7875.0,8550.0,9393.0,14826.0,19756.0,19279.0,15620.0,16382.0,13795.0,14740.0
Operating Profit,620.0,210.0,522.0,291.0,306.0,546.0,1588.0,3407.0,230.0,434.0,1627.0,950.0,1804.0
OPM %,13.0,4.0,6.0,4.0,3.0,5.0,10.0,15.0,1.0,3.0,9.0,6.0,11.0
Other Income,38.0,33.0,29.0,2.0,8.0,1.0,6.0,2.0,10.0,2.0,2.0,2.0,5.0
Interest,79.0,77.0,95.0,100.0,103.0,113.0,96.0,76.0,61.0,108.0,84.0,57.0,65.0
Depreciation,117.0,113.0,123.0,119.0,122.0,132.0,132.0,133.0,143.0,141.0,157.0,147.0,157.0
Profit before tax,461.0,53.0,333.0,74.0,89.0,301.0,1367.0,3199.0,36.0,186.0,1388.0,747.0,1588.0
Tax %,37.0,1152.0,30.0,27.0,27.0,24.0,27.0,26.0,21.0,23.0,28.0,27.0,25.0
Net Profit,291.0,-556.0,232.0,54.0,65.0,229.0,994.0,2359.0,28.0,143.0,1004.0,548.0,1191.0
EPS in Rs,19.51,-37.37,15.57,3.61,4.4,15.37,66.78,158.4,1.87,9.6,67.44,36.82,79.95
