,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,142.0,171.0,205.0,218.0,223.0,231.0,327.0,370.0,410.0,657.0,680.0,673.0,527
Expenses,130.0,158.0,186.0,189.0,193.0,200.0,288.0,327.0,362.0,521.0,561.0,566.0,436
Operating Profit,11.0,13.0,19.0,29.0,30.0,31.0,39.0,43.0,48.0,136.0,119.0,107.0,91
OPM %,8.0,7.0,9.0,13.0,14.0,13.0,12.0,12.0,12.0,21.0,17.0,16.0,17
Other Income,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,7.0,1.0,2.0,-69
Interest,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,13.0,23.0,30
Depreciation,6.0,8.0,9.0,9.0,9.0,11.0,11.0,11.0,12.0,16.0,18.0,27.0,25
Profit before tax,1.0,-2.0,3.0,12.0,14.0,14.0,23.0,24.0,36.0,119.0,90.0,58.0,-32
Tax %,38.0,31.0,40.0,37.0,39.0,43.0,33.0,33.0,30.0,30.0,20.0,26.0,
Net Profit,1.0,-1.0,2.0,8.0,8.0,8.0,15.0,16.0,25.0,83.0,71.0,43.0,-37
EPS in Rs,0.72,-1.18,2.19,8.34,3.04,2.83,5.5,5.91,9.14,30.11,25.87,15.59,-13.42
