,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3147.0,3474.0,3741.0,3905.0,4131.0,4427.0,4527.0,4959.0,4861.0,4984.0,5221.0,5698.0,5827
Expenses,2035.0,2255.0,2342.0,2354.0,2520.0,2693.0,2716.0,2814.0,2633.0,2515.0,2723.0,3227.0,3390
Operating Profit,1111.0,1219.0,1399.0,1551.0,1612.0,1734.0,1811.0,2145.0,2229.0,2469.0,2499.0,2471.0,2437
OPM %,35.0,35.0,37.0,40.0,39.0,39.0,40.0,43.0,46.0,50.0,48.0,43.0,42
Other Income,352.0,460.0,674.0,348.0,189.0,93.0,91.0,176.0,177.0,132.0,134.0,192.0,268
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0,12.0,13.0,19
Depreciation,47.0,66.0,72.0,68.0,53.0,70.0,61.0,54.0,106.0,104.0,93.0,81.0,77
Profit before tax,1417.0,1613.0,2001.0,1831.0,1748.0,1757.0,1840.0,2267.0,2252.0,2477.0,2528.0,2570.0,2609
Tax %,36.0,33.0,32.0,35.0,40.0,33.0,33.0,39.0,35.0,29.0,25.0,30.0,
Net Profit,909.0,1075.0,1359.0,1192.0,1049.0,1185.0,1237.0,1386.0,1462.0,1762.0,1889.0,1806.0,1835
EPS in Rs,108.28,127.89,161.55,140.91,123.61,139.28,144.82,161.57,170.26,204.72,219.0,209.05,212.23
