,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,427.0,413.0,261.0,234.0,185.0,232.0,284.0,226.0,176.0,37.0,138.0,75.0,28
Expenses,389.0,376.0,251.0,224.0,172.0,212.0,253.0,196.0,203.0,90.0,160.0,59.0,47
Operating Profit,37.0,38.0,10.0,10.0,13.0,20.0,31.0,30.0,-26.0,-53.0,-22.0,16.0,-19
OPM %,9.0,9.0,4.0,4.0,7.0,9.0,11.0,13.0,-15.0,-141.0,-16.0,22.0,-68
Other Income,-1.0,2.0,5.0,3.0,11.0,4.0,8.0,7.0,25.0,13.0,5.0,-85.0,10
Interest,10.0,18.0,19.0,26.0,33.0,34.0,36.0,33.0,32.0,30.0,29.0,38.0,34
Depreciation,1.0,1.0,1.0,1.0,2.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,3
Profit before tax,25.0,21.0,-6.0,-13.0,-11.0,-15.0,-3.0,-2.0,-38.0,-73.0,-49.0,-109.0,-45
Tax %,25.0,37.0,-36.0,16.0,7.0,22.0,-45.0,170.0,10.0,24.0,14.0,-7.0,
Net Profit,19.0,13.0,-8.0,-11.0,-10.0,-12.0,-5.0,1.0,-34.0,-56.0,-42.0,-117.0,-53
EPS in Rs,1.58,1.08,-0.66,-0.94,-0.82,-0.99,-0.4,0.1,-2.86,-4.63,-3.49,-9.78,-4.44
