,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.48,0.2,0.15,0.08,0.11,0.1,0.1,0.36,0.08,0.03,0.08,0.61,0.33
Expenses,0.47,0.16,0.12,0.04,0.13,0.16,0.17,0.4,0.14,0.12,0.18,0.73,0.48
Operating Profit,0.01,0.04,0.03,0.04,-0.02,-0.06,-0.07,-0.04,-0.06,-0.09,-0.1,-0.12,-0.15
OPM %,2.08,20.0,20.0,50.0,-18.18,-60.0,-70.0,-11.11,-75.0,-300.0,-125.0,-19.67,-45.45
Other Income,0.0,0.0,0.01,0.0,0.01,0.01,0.44,0.01,0.01,0.02,-0.04,-0.34,-0.18
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.00
Depreciation,0.0,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,0.01,0.01,0.01,0.02,-0.02,-0.06,0.36,-0.04,-0.06,-0.08,-0.18,-0.47,-0.34
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.01,0.01,0.01,0.02,-0.02,-0.06,0.35,-0.04,-0.06,-0.08,-0.18,-0.47,-0.35
EPS in Rs,0.0,0.0,0.0,0.0,-0.0,-0.01,0.06,-0.01,-0.01,-0.01,-0.03,-0.09,-0.07
