,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1309.0,1100.0,1163.0,1113.0,962.0,550.0,432.0,223.0,185.0,114.0,127.0,177.0,155
Expenses,1237.0,1129.0,1162.0,1197.0,946.0,585.0,575.0,314.0,339.0,151.0,131.0,119.0,122
Operating Profit,72.0,-29.0,0.0,-84.0,16.0,-35.0,-143.0,-91.0,-154.0,-37.0,-4.0,58.0,33
OPM %,5.0,-3.0,0.0,-8.0,2.0,-6.0,-33.0,-41.0,-83.0,-33.0,-3.0,33.0,21
Other Income,7.0,8.0,44.0,101.0,12.0,43.0,45.0,120.0,10.0,-15.0,14.0,50.0,23
Interest,40.0,55.0,59.0,58.0,57.0,48.0,49.0,61.0,37.0,38.0,31.0,25.0,17
Depreciation,11.0,12.0,12.0,14.0,10.0,6.0,5.0,3.0,3.0,3.0,2.0,2.0,2
Profit before tax,27.0,-88.0,-27.0,-54.0,-39.0,-45.0,-152.0,-35.0,-185.0,-93.0,-23.0,82.0,37
Tax %,51.0,-4.0,-6.0,-16.0,-5.0,47.0,12.0,-0.0,-0.0,-0.0,0.0,-8.0,
Net Profit,13.0,-91.0,-28.0,-63.0,-41.0,-24.0,-134.0,-35.0,-185.0,-93.0,-23.0,89.0,43
EPS in Rs,11.99,-83.32,-26.23,-59.05,-37.15,-21.9,-121.87,-31.41,-168.14,-84.61,-20.94,80.5,39.42
