,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2086.0,2485.0,2877.0,3090.0,3347.0,3891.0,4123.0,5514.0,6300.0,7143.0,8184.0,11174.0,13600
Expenses,1569.0,1942.0,2190.0,2394.0,2957.0,2912.0,3294.0,4121.0,4725.0,5562.0,6391.0,8762.0,10655
Operating Profit,517.0,543.0,687.0,696.0,390.0,980.0,829.0,1394.0,1575.0,1581.0,1793.0,2412.0,2945
OPM %,25.0,22.0,24.0,23.0,12.0,25.0,20.0,25.0,25.0,22.0,22.0,22.0,22
Other Income,62.0,255.0,56.0,158.0,639.0,173.0,228.0,340.0,228.0,260.0,72.0,18.0,186
Interest,12.0,8.0,2.0,9.0,29.0,26.0,62.0,71.0,65.0,58.0,68.0,419.0,850
Depreciation,174.0,179.0,204.0,221.0,249.0,277.0,385.0,448.0,552.0,715.0,814.0,1113.0,1412
Profit before tax,392.0,610.0,538.0,624.0,751.0,850.0,610.0,1215.0,1186.0,1068.0,983.0,897.0,869
Tax %,14.0,16.0,20.0,15.0,19.0,19.0,26.0,17.0,27.0,21.0,22.0,28.0,
Net Profit,338.0,513.0,431.0,528.0,609.0,688.0,453.0,1003.0,871.0,846.0,772.0,643.0,715
EPS in Rs,2.82,4.24,3.45,4.14,4.59,5.1,3.1,7.54,6.24,6.17,5.4,3.85,4.15
