,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,709.0,841.0,830.0,574.0,570.0,667.0,552.0,399.0,327.0,364.0,468.0,767.0,798
Expenses,617.0,722.0,766.0,566.0,532.0,526.0,518.0,385.0,319.0,336.0,436.0,715.0,706
Operating Profit,91.0,119.0,64.0,9.0,38.0,141.0,34.0,14.0,9.0,28.0,32.0,52.0,92
OPM %,13.0,14.0,8.0,1.0,7.0,21.0,6.0,4.0,3.0,8.0,7.0,7.0,12
Other Income,-6.0,6.0,6.0,10.0,32.0,3.0,24.0,3.0,3.0,10.0,12.0,7.0,6
Interest,62.0,79.0,73.0,65.0,65.0,72.0,60.0,58.0,58.0,29.0,22.0,14.0,17
Depreciation,26.0,34.0,35.0,30.0,26.0,26.0,25.0,25.0,25.0,24.0,24.0,24.0,24
Profit before tax,-2.0,12.0,-39.0,-76.0,-21.0,46.0,-27.0,-65.0,-70.0,-16.0,-3.0,21.0,58
Tax %,19.0,12.0,31.0,31.0,31.0,34.0,54.0,36.0,30.0,-6.0,-22.0,143.0,
Net Profit,-2.0,10.0,-27.0,-53.0,-14.0,30.0,-13.0,-42.0,-49.0,-17.0,-3.0,-9.0,28
EPS in Rs,-0.74,4.33,-11.21,-22.18,-5.74,10.67,-4.47,-14.85,-17.52,-5.95,-0.96,-2.71,8.42
