,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.68,2.9,1.12,0.87,0.74,0.86,1.37,1.79,8.3,1.37,4.22,7.65,7.40
Expenses,4.39,2.01,12.98,0.81,0.64,0.81,1.11,1.28,1.02,0.31,0.34,0.33,0.33
Operating Profit,2.29,0.89,-11.86,0.06,0.1,0.05,0.26,0.51,7.28,1.06,3.88,7.32,7.07
OPM %,34.28,30.69,-1058.93,6.9,13.51,5.81,18.98,28.49,87.71,77.37,91.94,95.69,95.54
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.00
Interest,1.32,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.97,0.55,-11.86,0.06,0.1,0.05,0.26,0.56,7.28,1.06,3.88,7.32,7.07
Tax %,0.0,5.45,0.0,16.67,0.0,0.0,0.0,-10.71,-0.69,25.47,36.34,25.14,
Net Profit,0.97,0.52,-11.86,0.05,0.1,0.05,0.26,0.61,7.33,0.79,2.47,5.48,5.31
EPS in Rs,2.65,1.42,-32.45,0.14,0.27,0.14,0.71,1.67,20.06,2.16,6.76,15.0,14.54
