,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,TTM
Sales,352.0,553.0,304.0,200.0,416.0,358.0,196.0,158.0,208.0,168.0,0,0,3
Expenses,286.0,446.0,271.0,201.0,334.0,230.0,104.0,91.0,163.0,128.0,1,1,3
Operating Profit,66.0,107.0,34.0,-1.0,82.0,128.0,93.0,67.0,44.0,40.0,-1,-1,0
OPM %,19.0,19.0,11.0,-0.0,20.0,36.0,47.0,42.0,21.0,24.0,,,2
Other Income,12.0,3.0,22.0,47.0,15.0,-24.0,-18.0,10.0,-3.0,1.0,0,45,49
Interest,15.0,15.0,18.0,21.0,23.0,21.0,15.0,12.0,10.0,13.0,0,0,1
Depreciation,7.0,9.0,10.0,13.0,19.0,21.0,22.0,21.0,42.0,36.0,14,8,5
Profit before tax,57.0,87.0,27.0,12.0,55.0,62.0,38.0,44.0,-12.0,-8.0,-14,36,43
Tax %,28.0,28.0,41.0,63.0,14.0,2.0,6.0,8.0,5.0,-12.0,0,0,
Net Profit,41.0,62.0,16.0,4.0,47.0,61.0,36.0,41.0,-11.0,-9.0,-14,36,43
EPS in Rs,30.5,39.54,9.63,2.56,28.09,36.32,21.28,24.54,-6.63,-5.15,-8.51,114.33,144.09
