,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,877.0,813.0,749.0,445.0,320.0,372.0,149.0,207.0,216.0,398.0,420.0,512.0,478
Expenses,800.0,725.0,693.0,401.0,284.0,355.0,209.0,198.0,176.0,341.0,310.0,334.0,300
Operating Profit,77.0,88.0,57.0,44.0,36.0,17.0,-60.0,10.0,40.0,57.0,110.0,178.0,178
OPM %,9.0,11.0,8.0,10.0,11.0,5.0,-40.0,5.0,18.0,14.0,26.0,35.0,37
Other Income,13.0,16.0,23.0,30.0,30.0,26.0,45.0,53.0,34.0,8.0,32.0,47.0,24
Interest,1.0,1.0,1.0,1.0,2.0,10.0,4.0,14.0,14.0,16.0,12.0,11.0,12
Depreciation,11.0,11.0,11.0,14.0,15.0,9.0,9.0,9.0,26.0,32.0,43.0,63.0,63
Profit before tax,78.0,93.0,67.0,59.0,49.0,24.0,-28.0,40.0,33.0,17.0,87.0,151.0,127
Tax %,34.0,29.0,27.0,31.0,35.0,28.0,44.0,15.0,22.0,46.0,25.0,26.0,
Net Profit,51.0,66.0,49.0,41.0,32.0,17.0,-15.0,34.0,26.0,9.0,65.0,112.0,95
EPS in Rs,22.34,25.63,16.98,14.05,10.98,5.86,-5.34,11.77,9.04,3.17,22.32,38.58,32.64
