,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.23,2.16,0.65,0.18,1.78,14.12,7.98,15.39,9.72,3.91,23.21,17.86,14.53
Expenses,8.23,3.26,5.02,1.42,0.6,12.75,6.28,15.16,9.81,3.7,15.7,5.99,5.00
Operating Profit,-1.0,-1.1,-4.37,-1.24,1.18,1.37,1.7,0.23,-0.09,0.21,7.51,11.87,9.53
OPM %,-13.83,-50.93,-672.31,-688.89,66.29,9.7,21.3,1.49,-0.93,5.37,32.36,66.46,65.59
Other Income,2.53,1.04,5.32,1.81,0.13,0.24,0.19,0.9,0.63,0.12,0.14,0.43,0.97
Interest,0.01,0.01,-0.0,-0.0,-0.0,0.01,0.02,0.05,0.09,0.08,0.06,0.04,0.06
Depreciation,0.2,0.18,0.14,0.03,0.05,0.08,0.19,0.35,0.41,0.43,0.35,0.29,0.28
Profit before tax,1.32,-0.25,0.81,0.54,1.26,1.52,1.68,0.73,0.04,-0.18,7.24,11.97,10.16
Tax %,15.91,-108.0,19.75,18.52,19.05,27.63,29.76,35.62,75.0,22.22,18.92,17.88,
Net Profit,1.11,-0.51,0.65,0.44,1.02,1.1,1.17,0.48,0.01,-0.14,5.87,9.83,8.57
EPS in Rs,0.47,-0.21,0.27,0.18,0.29,0.3,0.32,0.13,0.0,-0.04,1.63,2.72,2.38
