,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,32.02,25.52,14.45,18.62,11.04,10.72,3.9,1.87,1.87,1.91,2.02,1.83,1.84
Expenses,32.17,27.46,16.21,18.07,11.08,12.34,3.59,1.21,1.25,0.97,0.99,1.0,1.05
Operating Profit,-0.15,-1.94,-1.76,0.55,-0.04,-1.62,0.31,0.66,0.62,0.94,1.03,0.83,0.79
OPM %,-0.47,-7.6,-12.18,2.95,-0.36,-15.11,7.95,35.29,33.16,49.21,50.99,45.36,42.93
Other Income,0.98,1.21,0.19,0.93,0.15,0.63,-0.2,0.11,0.28,0.33,0.13,0.09,-1.52
Interest,1.32,1.53,1.03,0.9,0.93,0.62,0.51,0.3,0.43,0.46,0.19,0.11,0.11
Depreciation,1.19,1.17,0.66,0.65,0.59,0.6,0.6,0.6,0.58,0.55,0.52,0.47,0.49
Profit before tax,-1.68,-3.43,-3.26,-0.07,-1.41,-2.21,-1.0,-0.13,-0.11,0.26,0.45,0.34,-1.33
Tax %,5.36,-1.46,-4.6,-85.71,-3.55,-2.71,-0.0,30.77,9.09,-53.85,-20.0,-14.71,
Net Profit,-1.6,-3.48,-3.41,-0.13,-1.46,-2.28,-1.0,-0.09,-0.09,0.4,0.54,0.39,-1.32
EPS in Rs,-3.03,-6.59,-6.46,-0.25,-2.76,-4.32,-1.89,-0.17,-0.17,0.76,1.02,0.74,-2.51
