,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,250.0,254.0,230.0,321.0,269.0,301.0,363.0,308.0,306.0,426.0,500.0,447.0,479
Expenses,191.0,179.0,153.0,196.0,196.0,200.0,238.0,221.0,204.0,235.0,269.0,292.0,319
Operating Profit,59.0,75.0,78.0,125.0,73.0,102.0,125.0,87.0,101.0,191.0,231.0,155.0,160
OPM %,24.0,30.0,34.0,39.0,27.0,34.0,34.0,28.0,33.0,45.0,46.0,35.0,33
Other Income,7.0,51.0,-119.0,5.0,3.0,4.0,5.0,-6.0,-4.0,1.0,1.0,1.0,16
Interest,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,8.0,10
Depreciation,14.0,13.0,11.0,10.0,13.0,14.0,14.0,21.0,25.0,23.0,25.0,29.0,29
Profit before tax,48.0,110.0,-55.0,120.0,62.0,91.0,115.0,58.0,70.0,165.0,202.0,119.0,137
Tax %,51.0,20.0,-40.0,31.0,29.0,33.0,33.0,48.0,27.0,25.0,26.0,19.0,
Net Profit,23.0,87.0,-78.0,82.0,44.0,61.0,78.0,28.0,51.0,127.0,154.0,101.0,115
EPS in Rs,0.85,3.58,-3.21,3.34,1.6,2.38,3.08,0.97,1.97,5.17,6.3,4.06,4.61
