,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,114.0,99.0,82.0,117.0,105.0,109.0,156.0,147.0,135.0,160.0,272.0,205.0,214
Expenses,103.0,99.0,76.0,82.0,82.0,85.0,111.0,124.0,137.0,134.0,217.0,189.0,217
Operating Profit,11.0,-0.0,6.0,34.0,24.0,24.0,45.0,23.0,-3.0,26.0,55.0,15.0,-3
OPM %,9.0,-0.0,8.0,29.0,22.0,22.0,29.0,15.0,-2.0,16.0,20.0,8.0,-2
Other Income,0.0,0.0,1.0,-36.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,11.0,27
Interest,4.0,6.0,5.0,5.0,4.0,3.0,4.0,7.0,7.0,3.0,3.0,4.0,5
Depreciation,5.0,5.0,4.0,4.0,4.0,4.0,5.0,7.0,8.0,8.0,8.0,9.0,9
Profit before tax,2.0,-11.0,-3.0,-11.0,17.0,16.0,37.0,12.0,-17.0,17.0,46.0,12.0,10
Tax %,35.0,-31.0,-40.0,-49.0,28.0,26.0,22.0,31.0,29.0,32.0,24.0,-12.0,
Net Profit,1.0,-15.0,-4.0,-16.0,12.0,12.0,29.0,9.0,-13.0,11.0,34.0,14.0,13
EPS in Rs,0.44,-6.05,-1.62,-6.44,4.92,4.99,11.66,3.55,-5.11,4.52,13.72,5.71,5.27
