,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2479.0,3030.0,3218.0,2444.0,2918.0,3109.0,3311.0,3544.0,3662.0,3660.0,4063.0,4158.0,4130.0
Expenses,2191.0,2672.0,2599.0,2137.0,2560.0,2752.0,2870.0,3095.0,3230.0,3256.0,3541.0,3690.0,3639.0
Operating Profit,288.0,358.0,619.0,307.0,358.0,358.0,441.0,450.0,431.0,404.0,522.0,468.0,491.0
OPM %,12.0,12.0,19.0,13.0,12.0,12.0,13.0,13.0,12.0,11.0,13.0,11.0,12.0
Other Income,-299.0,-35.0,117.0,99.0,124.0,80.0,87.0,57.0,150.0,131.0,136.0,188.0,939.0
Interest,1.0,7.0,4.0,3.0,2.0,17.0,7.0,4.0,2.0,2.0,5.0,31.0,12.0
Depreciation,80.0,97.0,92.0,67.0,83.0,85.0,89.0,65.0,92.0,108.0,121.0,92.0,101.0
Profit before tax,-91.0,219.0,640.0,335.0,398.0,336.0,432.0,438.0,487.0,425.0,533.0,532.0,1317.0
Tax %,29.0,15.0,25.0,23.0,6.0,30.0,19.0,24.0,24.0,25.0,25.0,23.0,24.0
Net Profit,-65.0,186.0,482.0,260.0,372.0,235.0,351.0,334.0,372.0,319.0,399.0,409.0,999.0
EPS in Rs,-21.97,62.98,163.43,88.09,126.13,79.64,118.87,113.31,126.26,108.13,135.28,138.67,338.68
