,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.86,2.98,2.19,0.6,0.09,0.14,3.45,3.86,15.01,2.22,0.00,0.00,0.59
Expenses,12.21,3.24,2.4,0.58,0.07,0.13,3.37,3.99,15.1,2.36,0.17,1.53,1.90
Operating Profit,-0.35,-0.26,-0.21,0.02,0.02,0.01,0.08,-0.13,-0.09,-0.14,-0.17,-1.53,-1.31
OPM %,-2.95,-8.72,-9.59,3.33,22.22,7.14,2.32,-3.37,-0.6,-6.31,,,-222.03
Other Income,0.35,0.28,0.24,0.0,0.0,0.00,0.0,0.3,0.29,0.22,0.05,2.04,0.97
Interest,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.12
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0.26,0.30
Profit before tax,-0.01,0.01,0.02,0.01,0.01,0.00,0.08,0.17,0.2,0.08,-0.12,0.14,-0.76
Tax %,0.0,0.0,0.0,0.0,0.0,,25.0,23.53,25.0,25.0,0.00,7.14,
Net Profit,-0.01,0.0,0.01,0.0,0.0,0.00,0.06,0.12,0.15,0.06,-0.12,0.13,-0.79
EPS in Rs,-0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.01,0.01,0.0,-0.01,0.01,-0.06
