,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,241.0,245.0,245.0,201.0,258.0,236.0,256.0,221.0,294.0,269.0,407.0,363.0,418.0
Expenses,201.0,199.0,219.0,175.0,215.0,204.0,217.0,193.0,224.0,215.0,287.0,266.0,280.0
Operating Profit,41.0,47.0,26.0,26.0,43.0,32.0,39.0,29.0,69.0,54.0,120.0,97.0,137.0
OPM %,17.0,19.0,10.0,13.0,17.0,14.0,15.0,13.0,24.0,20.0,29.0,27.0,33.0
Other Income,1.0,0.0,15.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,8.0,2.0,3.0
Interest,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
Depreciation,9.0,10.0,11.0,12.0,12.0,13.0,12.0,13.0,13.0,13.0,13.0,14.0,15.0
Profit before tax,29.0,32.0,24.0,12.0,28.0,18.0,24.0,13.0,53.0,39.0,110.0,83.0,122.0
Tax %,25.0,16.0,29.0,28.0,26.0,29.0,10.0,26.0,28.0,22.0,23.0,26.0,27.0
Net Profit,21.0,27.0,17.0,9.0,20.0,13.0,22.0,10.0,38.0,31.0,85.0,62.0,89.0
EPS in Rs,16.71,20.84,13.48,6.8,15.88,10.09,16.98,7.77,29.98,23.81,65.89,48.23,69.56
